"name","crc","md5","sha1"
"Oeka Kids - Anpanman to Oekaki Shiyou!! (Japan).nes","DDC24674","1F7A642302B60B977D2CCA51961CC799","003C3ACEA2548443038CEA925F18687266767CA4"
"Oishinbo - Kyuukyoku no Menu Sanbon Shoubu (Japan).nes","4BFC079F","E88D53391EDE088342D64EC440511DC3","C1BC73CB2A0A6E5F7D0AD391D73ABF9EF452C858"
"Okkotoshi Puzzle - Tonjan! (Japan).nes","485E8E72","88B790F42FC33EB5A3C49D501DD1270F","136252DB23D9E84467BC13DEC3FD954378E13517"
"Olympic I.Q. (Asia) (Ja) (PAL) (Unl).nes","81688FA4","4FFF28ACDFF24C4EDE96306972831890","16BC9C326349C5487A99787AAFEADD0624EB4D71"
"Olympus no Tatakai (Japan).nes","D115F85E","4A8B4FB97F599BB57584D7CFB9186EDC","F8E6C42F9D44F2B124FA75F57CCA6C4AB90A2350"
"Onyanko Town (Japan).nes","C07CB40B","A97D2E30AEFC8F8F9BEC3704FA02F991","824EA173910ADDE1AA3C629CA872086E31712CF3"
"Operation Secret Storm (USA) (Unl).nes","DCAE060A","0C48863D30E94FF82BD7A885871FC6F0","8408F0801B1E6E62112D3D4B3C632F7B7F6EC7F3"
"Operation Wolf (Europe).nes","389A6231","3B994C028D6619D310D0698DF89CDD9A","4757923CB98935D5B75F5851537DA540991D7AD1"
"Operation Wolf (Japan).nes","AFC504DC","0F66DDB2F3B23CC25056D3E34F0ED3C4","8AA3D673FC17F9D1744C4A35C74850AD8EF77D16"
"Operation Wolf (USA).nes","80704705","65D93F24C8BC24420556D7B1AEC013A9","58A2D8FD7049C3B5582516633CA6A23A91291B9E"
"Orb-3D (USA).nes","1E0E0F97","C954564BBC435B44FDFADADBD8503B2F","D992B4E8235406151BF4473BC59F013CBB3FC6F9"
"Osomatsu-kun - Back to the Me no Deppa no Maki (Japan).nes","23E176F9","5F6CA23D78DCD728EBE750444BF7DE4D","4F8696E809AB428C3D113138AA77EFB95F794994"
"Otaku no Seiza - An Adventure in the Otaku Galaxy (Japan).nes","6095D8F0","0DE68D7034189DC50F7D20D8CFCD43F7","B4617A4D61ACFC19EFD591225033EA5269EE7397"
"Othello (Australia) (HES) (Unl).nes","EB81AD7A","35A04937A50FEBB98352FC6FAF99CE20","0338ADCEC07B34AA83F1B735EDBA788A7D130065"
"Othello (Japan).nes","A222C68D","0399861B9DF12803B3328C7D0A315A9F","9D56FF77D39ACCD0A8860EA78D1CB0933873A111"
"Othello (USA).nes","97428519","0E754F5263DCD72D9AF02B4E99897CD3","024CF42B87C0A150437964E4BA987F723E0F7653"
"Outlanders (Japan).nes","49A9F043","720B54D965F9466765B31DFEA13270A1","AFEAF67FEBA6B4985AB36B72A48DC882EEBA1C2E"
"Over Horizon (Europe).nes","B8A4BCD5","305E7470AB3E06F31468122D4270D6D8","1E68AC56F847B3520FF8959F2073EB2140C32A75"
"Over Horizon (Japan).nes","E495FA46","E1601A6E4C20DA1A70F779A8B4C0B374","7A30437D2FF1D02B5CCFA4DA9587E584F9AB7B64"
"Overlord (USA).nes","4DF9D7C8","D2D50A61E809846D0ED5E4467A2B3A3B","7B706C1E981BDE05AF8E1692CFCFC43EE494A58B"
"P'Radikus Conflict (USA) (Unl).nes","74CBADB7","A71FEC5E140B034279136B1F602B4401","022C620FC7EE0325E959C03382B7DFC6523A5027"
"P.O.W. - Prisoners of War (Europe).nes","9D12EC4D","D9DC30268737C5023E93503575E9C6FA","B29335D8BB5FED1493ECE869E0B12413C5FE6A9A"
"P.O.W. - Prisoners of War (USA).nes","18967EA6","2D6179D9BA584BE64F37271903CF8CBB","A942F478AC91B4288D7682E7FE15C3D60B82BFF3"
"Pac-Land (Japan).nes","6EA63A46","9F71D05FB99D8FD30E7B4C08D462577F","23465E55A862610DBBF98B19EA03EA40246C2254"
"Pac-Man (Europe).nes","0ABD9179","D5ED6C881368880B837FD3C9264F0243","FEB45BCBCD2326C14280DB17330B665EC6ADC0CC"
"Pac-Man (Japan) (En) (Rev B).nes","A7E1F6E9","CB7A6AB5D4B0801F24B7145BD2D9463C","8B874A704E37557941179B232BAC41644F6D01FC"
"Pac-Man (Japan) (Rev A).nes","D747B639","4C288A5BAA24CE1CFBA026611315F406","B8BE2BFFB4592873CC211BECB529BF64071C7F90"
"Pac-Man (Japan).nes","B509243F","40B9BD9EC1F9027F9A80BB108ACD1E8B","ADB4D7D7D28C89CA177AAD231E0FDAD992C0FBFB"
"Pac-Man (USA) (Namco).nes","15D202D8","3DDCA58C51DD38D59F9271D24E7105F9","E7D818E128593109B5C480497A050FACC0744F1B"
"Pac-Man (USA) (Tengen) (Unl).nes","16A466E3","D34E7A74D8D2C231B6CC601210E28AD0","F1D9EB92F931ED925BD6119D00D1023A45DA583F"
"Pac-Man (USA) (Tengen).nes","22276A55","A69D310F8CAE9397FBD39F204672B5C7","727176933C25DE055E7DAA92E8B943F67CAE4D9B"
"Pac-Mania (USA) (Unl).nes","E2428B3C","514D26C5BF0E58C2FF0F0EBB09EC7209","450022D111D56024B8A68F9B11C94217FAD9647B"
"Pachi-Slot Adventure 2 - Sorotta-kun no Pachi-Slot Tanteidan (Japan).nes","B47CBC26","9D90B8AEF70BA5CF2670424AE309C872","B434F3DD273409371AAAAB223113D14279E98C88"
"Pachi-Slot Adventure 3 - Bitaoshii 7 Kenzan! (Japan).nes","2F8FDD60","9F8B435C6F16F26611D7C27F1315D3CB","EC332591818084D16991A4D1C5185FF741539C55"
"Pachicom (Japan).nes","1DD60E53","EED8EA3E4F9100E84232AE6B2FA6ECC7","C52A70A1A0CCCEC9BBC6A7D04C9C597FB9109F74"
"Pachinko Daisakusen (Japan).nes","AF9F0285","29766ADFDB40AFA1A163F4BE67D3B1F7","338D4BBA8FCF5EAECA81CAA716BD95817DF1AD71"
"Pachinko Daisakusen 2 (Japan).nes","294A0108","7E38D42B0218C255516B0C46B8500142","AA75B285E5ECE80F4E9BD76986CFEE7E546A529C"
"Pachio-kun 2 (Japan).nes","78F28A51","A147372B8A3269B03A3E0814CF63A806","1082F2CDDE25B6EB690B6D0C38712FD8D742770F"
"Pachio-kun 3 (Japan) (Rev A).nes","8AF712DC","86E65015AF8619CD8A37A26F5125C8CA","9AD14304BCA045AE9EE042D7438021FF2A55440A"
"Pachio-kun 3 (Japan).nes","832D52A4","A3391347618FE837A5BF96F5DD6FF36F","2785F82B1F64F653F90AC50C0A1D356893BE5AFA"
"Pachio-kun 4 (Japan).nes","A06FC941","6F20675D5A374290DE36EBF275B066A6","42CEBBBC0B349F94FDA520E8FF500A789EFA5B16"
"Pachio-kun 5 (Japan).nes","93DA0A13","58177DB3D53DCC82AE5161D16F94E4D1","BDA2E7C3DFE8DC3725284EB59A4A48FE4AF1CF90"
"Pajama Hero - Nemo (Japan).nes","117A12B1","73CFFFA73192B28A7D249AC2178A481C","FB0A992BC148DE44D82277B5CF4E3ABA40AD6E38"
"Palamedes (Japan).nes","6ECE1B48","A25F961B83012522BBDD967AA09199DB","889F77385D42ED0BE04C3A36B556838AC5DAE85D"
"Palamedes (USA).nes","C3CD6C66","E843CCDD40EE2C7369E40BEA72AE3CE4","B0279F1EA509BF57FE641D33E071330D0794075F"
"Palamedes II - Star Twinkle, Hoshi no Mabataki (Japan).nes","99EEB64C","E9F1CEE81084CA88287D0DAC715A76FC","9DF81849911929CB0EFA161129A1FA42503E99FB"
"Panic Restaurant (Europe).nes","66F6E8BB","841BAF504B83061094ACDBCFE84965F8","2FF535CB09E845FA2056B0AC1FF13525B4A1EC27"
"Panic Restaurant (USA).nes","69C9E654","0E1A559F0E7F31E961413C7466CF6113","E6AD766B7F42113325DEB96917CCD81DA92EEFA7"
"Paperboy (Europe).nes","373EEF18","C440761796A012FC6FDEEF92E883543F","1DB19C892C67F971E39469F2D3E8366CCD96E2E2"
"Paperboy (Japan).nes","F51B42D0","12DC45B01D3C64780D45B6127275186E","939C17C762A7C979B0782BBF87CC62AB3204BA03"
"Paperboy (USA).nes","EB171D77","C82B4E3CFB6F56845B8064B5DA780124","CA7641AE940CF656C12E8E697A50C34959F1D468"
"Paperboy 2 (Europe).nes","8AB83DB5","BD161E1F690E7216A8AD396F6F993F91","2A0EB7C1526F200E4BF8677C5109C187CFD91133"
"Paperboy 2 (USA).nes","E02F3836","D0F5EC23ED0BB2D6D7EA75C783CA473E","CA66BBD5607D96D72045C96A17F0D03967A7F260"
"Papillon Gals (Japan) (Unl).nes","5B273E7F","3CB5CAA7F6F8124CA1FCE576359970E0","3B3D686E2FB0BCE91A9E4CCA19C9DA7548C9E51E"
"Parallel World (Japan).nes","DA1D8662","93D6EF470539C5E34B5C1BD8287B9F34","3A556D242F3312C9D4401AD2D83AFEADB638E710"
"Parasol Henbee (Japan).nes","EDFAB3A6","1C17A733E7270439670AB41593098419","A37D844FABEC898944A12CB172C814B7078FA39E"
"Parasol Stars - Rainbow Islands II (Europe).nes","DC7A16E6","85830DC502AB156CE12449AF7FBC1026","538A3A203CDCBA25A3E5F2B34CFC9493CF1BC7F5"
"Parasol Stars - The Story of Bubble Bobble III (Europe) (Beta).nes","4E0DDE70","EEDAE06FAC9D1875CEEAB672E7C67FF0","78531595AB45E44794DF9D980A73ACA7478CB658"
"Paris-Dakar Rally Special (Japan).nes","4B662975","63660030CD62373D466253E561C918DA","B056C3B96688D2D9E996FB49A2A398634E5C2EBF"
"Parodius (Europe) (Beta).nes","BE207F02","3BB2384A6A9EC42F5BC829C3A8C340BD","58B3EB3371E4393454E5059056E571FE2661405F"
"Parodius (Europe).nes","22AD4753","74C1C1C1E05AF4A65A8137A0670781AD","5076177B93FB813D41CB0FF4121B9A8820AF9F22"
"Parodius Da! (Japan).nes","EC8AEFFC","295D8781C9981651CC6FAFD3F4B9A3CE","EC945A05F32A81D3070AC18F11834F514D60F1BE"
"Parody World - Monster Party (Japan) (Proto).nes","BBCA6DA3","7E85F534CA274453C05DB13189E2A39D","ADAFE6E0EABA88B69F4991B7B78F7AA47D643151"
"Peek-A-Boo Poker (USA) (Unl).nes","38F4AC1C","424DC294FFE2F755BE9B666FD0E53C26","EBC17FCF5C85DCA0EAEB7CC76B68D41FAED9CA80"
"Peepar Time (Japan).nes","532C30E1","4B8706921113F13F28F40D3B394568A6","1477B4133781A3EDD6084A60540A78BC97B621A5"
"Penguin-kun Wars (Japan).nes","E5A58DB5","C390E718059F770BA4B4AA1E5B320FBE","5229238F547F35E52E7E5526C3FC638676A49412"
"Pennant League!! - Home Run Nighter (Japan).nes","5DE4982A","06250BF5AD7327494BD97E6E12E91BEA","1C9CB1EA8995C091065B6081948D331B3135AEB9"
"Pennant League, The - Home Run Nighter '90 (Japan).nes","14364537","6FBEA9A7EF1CB79D66237FA87AC33BB4","F22681B63116B1586CCCE013F2A1F1511DA39527"
"Perfect Bowling (Japan).nes","13F283AE","BF2DEC78B3C8D8117070453FECC34EB8","A13CE8F397080A2952B00E0A26C2E4F420BD2A02"
"Perman (Japan).nes","02DD2B01","3AC8999805C512AA03CFA8159D08B32F","B75325F429865AAFF7B8DCFFBE55D0A2F7D44D75"
"Perman Part 2 - Himitsu Kessha Madoodan o Taose! (Japan).nes","687837C8","CE5D997BFE8FFCBD5C303D7C6511713D","18427F99CA06E51DA9A45263DB3D7F0AD2465B92"
"Pescatore (Japan) (Proto).nes","9EB7AA58","623D3F5FE33F906C36D620ABC727727A","3D6976C0E1C6DE3127D4EBA1802547B87DD397F2"
"Pesterminator - The Western Exterminator (USA) (Unl).nes","5CF70751","E57906C044453FAD9D4078A06F3A5D61","E2798F1B0F34FB4177B032AD37C6117632A2B8F7"
"Phantom Air Mission (Europe).nes","2B0BA92B","B092A99C9BF71D84807DACB1FBDDD4F3","DE763651D0D6AB670935B86F412E24D853F4A6D1"
"Phantom Fighter (USA).nes","9DDE4E60","857ACDBE0C472615D4F75D9A7F1ECF34","373B6C4721E73142EA77BE78439E741D6F86AD29"
"Pictionary - The Game of Video Quick Draw (USA).nes","B1B1D1BB","8870E1EFF75C2698F42F7F3DDDEDD464","E125E0F65927C7EE16EB71B4C84E0534DC74E9F7"
"Pin Bot (Europe).nes","26D81152","2029EC469A8549A99DAF790867F1490F","04FC0D592C812857BCF6229453C8D598062B1356"
"Pin Bot (USA).nes","65050F34","433DDBE560C203D6023EF4C026BE7B55","34C38489BBD97E673B74CFC18CF45EA4C2E2ABAA"
"Pinball (Europe).nes","5D31D087","1C2A5DD66E651F2BB56D0FC2D3077A29","FD3EB4C91C12CEA8BE20ED85BEFCA813D3B35E21"
"Pinball (Japan, USA).nes","88C15CF3","838B3043AF802E70A855560433A6FCA3","D2F25A027E390A0337BED7E0DC98D2D1D187D230"
"Pinball (USA) (GameCube Edition).nes","639C95ED","480E3B7E68AFF6A9A3A75B61763567B0","0693610AEC9A46859975200AA4644C3207023CEA"
"Pinball Quest (Australia).nes","F2A2B11D","5AA4DEA311AEDE381148E7A4A66262F5","305E12AED0D5162F8FC781E31924AFE6CB8EFFA3"
"Pinball Quest (Japan).nes","24374DE4","FA14E1C9B85BE86520D4A69BE98AE105","AA8C57BC23C1761F43E8FDF08FABFB57ED25CF4A"
"Pinball Quest (USA).nes","488BF94E","392630FF141F918469C0B1E3391C3669","1C99DDD0A0ADDF875DADFFCF899FF4D8C5BE953E"
"Pipe Dream (USA).nes","F3CC626D","3C1C35DDD2ACB3F2F500AFC925A21EF9","4929C3CD3D69239A16FAE52B2570E099CC6F4BC8"
"Pipe V (Asia) (Ja) (Unl).nes","4E3495B0","D004FBB5C7CB6A205F662B088915F638","CD816F66EB48D5236FA794312734D33299AC5F88"
"Pipemania (Australia) (HES) (Unl).nes","64CAC46F","4B8FA6FA3DF14D57E8CFE02BFA61FF02","03517C189EDB6D9CDAB3810D42FC70358474DEC5"
"Pirates! (Europe).nes","1DE8460D","F670AA83DBEE183AB563547161360EB7","7B44BA14DC3936BCC1852BC66B0E5C579190A1C3"
"Pirates! (Germany).nes","CD66BD78","CB0E762CC2558FADA68BC3EB93415807","951E89A57901423801F2F91CD4FC0B0167A4E783"
"Pirates! (USA).nes","64FC3667","6B3AB75E3D680968C4E522FCACA2E0F5","E4B73C8569251EEC54C0DCE2BEF366AE43BA3DAB"
"Pizza Pop! (Japan).nes","361729FA","AD1A3C0B4F598FF55F9DF5E8E212A97B","181921A0B34BEF08C3C0A6880D3B7E03AC850152"
"Plasma Ball (Japan).nes","7279B50E","AD83D0F71862A486F50BCF3E2FA9473F","F482C06FFEE21BBCFC41305A793A6C0BD1E9BA41"
"Platoon (USA) (Rev A).nes","04E6348C","E2A79C624014FE49552A1B9ED8B7ED6C","76493A872C6614B47AC70EF0D353EC571F606B32"
"Platoon (USA).nes","DEC5BB7F","DB7D6338EAEA94FE87F66AD6FC545699","E78426101B17644E5602C91AE6C033BA97DB7785"
"Playbox BASIC (Japan) (v0.0) (Beta).nes","765B9302","8D31FB1CF701A4321D4A1EC34DCFA960","7FAD08D0B3E770EDF7C060211AD74DA2A176E27E"
"Pocket Zaurus - Juu Ouken no Nazo (Japan).nes","62E7AEC5","C5DA64A3549C9D3458BE2D0CD07A99CE","B0BC4361A044C64F605AFAF9487253E9C56D7BC5"
"Poke Block (Asia) (Ja) (Unl).nes","D4CF9C96","D254F74044B2B0DDCE57127C73C4A627","E02C9B9BAB5B2E3E7017538246ED98E1640189A0"
"Poker II (Asia) (Ja) (Unl).nes","917E5AA9","822A4A9764E16C90CB3915603DB03DF0","D88C731CA0642C7D677283730575CC09F10CD0C9"
"Poker III (Asia) (Ja) (Alt 1) (Unl).nes","5666B39B","46B597E9E23D53BDFC14C1479EAEEB34","B5311C6957FC9AB40BC9C60925F516CCF8B2215F"
"Poker III (Asia) (Ja) (Alt 2) (Unl).nes","EDE28540","519373EF44381F7CB9EF3F9BCBA9CD1F","C44679151EF03292B94DAB2A13F4C9949258CF61"
"Poker III (Asia) (Ja) (Unl).nes","BACA338C","177949874FEFE063812F5A3E5A9A2DD5","46880BFD5BCD9329A63128767008C97F04A2C87B"
"Poker Mahjong - Pu Ke Mao Que (Asia) (Ja) (Unl).nes","9BC5A38F","9C15B932571BD049C98899A89F2000B1","3BC8EBE57A995708B52A9E5E935B9F398575A2C2"
"Policeman (Spain) (Gluk Video) (Unl).nes","6B1DDC17","C3E55225F7A2D9FC030F1910745DB094","7684DEB268B2BB2FE9E6E2208E1BACDB49370395"
"Pooyan (Japan).nes","1D54DD4C","12B7858DA54E821DC1FE6884A458128A","7C2F684531FB78704E38DB749C71DEC4175BEAEE"
"Popeye (Japan).nes","DE1D762F","79093D6ADD5B6F7445302857FC629570","E8851455AD5B7D22F2FDC495E1C1A94D82ADE7DD"
"Popeye (World) (Rev A).nes","FB1A91D0","984BF61F1C679928D4A116F0D0334E44","53CA7541404E51C248D10FAB198154F9970479B9"
"Popeye no Eigo Asobi (Japan).nes","456E0D8E","FF5280809F69662D0C34FA3EF75847E0","B0DC5D51771052F97F9B4310396F0022BDE25DFC"
"Popo Team (Asia) (Ja) (Unl).nes","1B461169","1D7C5442EBA9D7F3EA015BBA25030139","D7A59E6D59EFD8F76B73598A8ADEDFA7B3EA76A2"
"Porter (Asia) (En) (Unl).nes","D4FB28E8","CC4109A5322CF3A9B60BAB96D6500D25","72A4814028F0C679A55FF2E9EEF3D620F1309868"
"Portopia Renzoku Satsujin Jiken (Japan).nes","9B2B749B","8E2619180062804B3300477EF82A66BB","C943A39CB4B4D67395A22138A78F74815B1F82D7"
"Power Blade (Europe).nes","FA4C5ACC","FCA9567550BDEA92D35E8E1380EB3450","BDCF9C1C9E88A8740ABE14ACA74FCB432DFC4C36"
"Power Blade (USA).nes","76663E66","316F5B34BB7AFFD2B5D45EBAA3FD076F","5D2AB4AF581D6B81B9A97A505798AE3B2F494D8A"
"Power Blade 2 (USA).nes","F8E0BC9B","7C48AD4D6B511F7CE6530C46F8179D9C","CBD35C583D99D2181F0E482666ADFF3FB8456D74"
"Power Blazer (Japan).nes","2B17A194","987E46B9F01368503C1AF30BAB5D171F","2FFFFBF15A6DD9B739B8655B55B9BF085E300349"
"Power Punch II (USA).nes","B4402FE5","8C8ADED9A0CB1ECB065CB21622FF4879","5950803A3D337C59BAB75F775FDBF406E5FD7D69"
"Power Soccer (Japan).nes","A99FA4A9","4CF4E422FF81AA284298BB295C7A99B5","32611DD816F9AB85470624511F816A47DE555E7C"
"Predator (Australia).nes","0DA6FB0F","C94FB4E03040F0F11F29B38A017C21C9","99A175F9F17B4784AF6C2A82A4E4C9FD2D45AE6F"
"Predator (Japan).nes","2360E7DF","869EE73E335ADDAC60E1467E513F4BB5","F0553445E6290570CAAA1EBB08EEC5AE0B9C2826"
"Predator (USA).nes","CA6D44CA","225CAAF558830748D3AE8D8735C0C013","48E6610A4A3DB096AA9B5D386EAB7F359318086D"
"President no Sentaku (Japan).nes","23EF2D37","0423B597D857253E47BD21701E4D6506","AFF5BAF40800027F9D98A1D3FEB9939FD3A46692"
"Prince of Persia (Europe).nes","84FA4A07","C30004C2C893B5E90EC27E589D42EC5D","96AB26470D4F8F53FD1FA389F8608E40319DE0C3"
"Prince of Persia (France).nes","B19A530E","BB59987413FD3633A13E3A4CB3F68828","84C0B80BD81A0FD2D1A2AAEA698073635FE05CC6"
"Prince of Persia (Germany).nes","53A349D4","FB17AF90FEE210983265AAF175487695","22AEAA909B23686E4B30699AA328A8F299ACD320"
"Prince of Persia (Spain).nes","7817051A","1873BE203B12A6A43FD5111DF529B79B","C6512C1D594C0BB501E5F30EBC8FC82267D08D86"
"Prince of Persia (USA).nes","43C7E445","C21E7A8965A3BE35519A43260ADA4007","6B58F149F34FA829135619C58700CAAA95B9CDE3"
"Princess Tomato in the Salad Kingdom (USA) (Beta).nes","4020EB1B","700E1D35583F0E9851A367D953E99A92","7AA5043F49DB5B62889C2A1DA61E2F97E423CD25"
"Princess Tomato in the Salad Kingdom (USA).nes","079C2139","81DDE46C670E5AED9EF1D5046DEFACEE","633EDFFB7084B86B0DE65AB24C87084BD8A11ACB"
"Pro Action Replay (Europe) (v1.0) (Unl).nes","F0FFA0A6","69CB11AEEBEC785B3B6812977281684B","72957984D4CAC4375E1067872BB7381AFA307AF8"
"Pro Action Replay (Europe) (v1.2) (Cart Present) (Unl).nes","F2821CEF","F57BF338F7CAC28F02EC10ED77C9A71D","FD4AF441CFF02D74F9282819C22F4AC140E6FA1C"
"Pro Action Replay (Europe) (v1.2) (No Cart Present) (Unl).nes","AA0F93B2","FE61F6E250919BE9CE5E2BF95E7401FD","BF0569A140C40835CC38598845816D6CAE2784FE"
"Pro Sport Hockey (USA).nes","E31544B7","CF6162EF4E28323038AAFB274D8FD89E","F65B6C4324E63DDF96BCB68D85AC3C9753525E08"
"Pro Wres (Japan) (FamicomBox).nes","32694C63","DEB8EFFA21939DDA1F76149EC60FE7FB","C0F8E41400B9D3BB9EE8305775F2EAE7B7B6A441"
"Pro Wrestling (Europe).nes","0BD7A367","6FDB4A34879FED9C2EB19AD742C13FE8","E26656ABA152445BC720590E65AF925B0C082D8A"
"Pro Wrestling (USA) (Rev A).nes","57BEC3E6","0505B26A750889B487CA2B263A6E9225","126C280B827A26972065B88AF90AB861B4299ED3"
"Pro Wrestling (USA).nes","D5F95DA7","AA79A0E6854DAFF3D559A578C8FFCCBC","471DA639A9533C8CB593E73A589B976341B9DDA1"
"Pro Yakyuu - Family Stadium '87 (Japan).nes","5CB8A81E","FA71C7C0F8E659B26CA674ACD87E6F58","4A3514BC30606E8F2D4B024DE5AF1E923BB07D1F"
"Pro Yakyuu - Family Stadium '88 (Japan).nes","EA873850","CBC632F2E0E7AB5ACBFA57FBB4D0B350","B7FC92329B92D83A134CCBD630E005BE0A46363D"
"Pro Yakyuu - Family Stadium (Japan).nes","93670677","62285A7ABE244415D649C0DDDE4D5D7D","DC7D47074072F2CAFA45CE2ADF1CAB07D07E25A0"
"Pro Yakyuu Satsujin Jiken! (Japan).nes","ACE78D64","793DF36FAD9C763878B525AFE93F632F","D16A75C3849A620225B390770284C9541C36898E"
"Probotector (Europe).nes","8236D3E0","7127F616C13B58087481DD9E93AEB2FF","6531FF3A062C2A83FA9683BF8A859A3500E8D9AF"
"Probotector II - Return of the Evil Forces (Europe).nes","1D36E3C0","917166C2ED0E3316255A57C81DC38ABC","3057A95309B896FDBCD40E1DE8445A63AEF378BE"
"Project Q (Japan).nes","E33564D2","92BBE689E48E8D70441D9F7BDBF4FAD8","171A30AF6CADD9F08B50B89C0F549D806325AC40"
"Pu Ke Jing Ling (Asia) (Unl).nes","A2195064","D3805600CA5F7F3C443140E430CA3671","FEF0291967023696AC08785222FCA285A0846BAA"
"Punch-Out!! (Europe).nes","C3509C38","C5428BFB2B2115779A01C49DE55AA74F","E76D2CD534C08D8CC71379ECC792D9C802F0DEB3"
"Punch-Out!! (Japan) (Gold Edition).nes","95414355","893D7083E32AF309A6D35AF9F91122D6","0A37E7FC26C010FCEEF12101676CEEB2CBCE5FA3"
"Punch-Out!! (USA).nes","A827FF1B","3E4AF91097AECE830B3039AF3F2C0802","025FAF9059C06D6706409B66FB0CB2EE17DEB548"
"Punisher, The (USA).nes","0D6BD840","E300DF875430695A5F8680EE1C16B5A4","E1B29A14727391738B0A48C9AE409A76012EC2AC"
"Puss 'n Boots - Pero's Great Adventure (USA).nes","5D07670A","483C5881159C572A2E1668FA50FE45C1","6BBF9464374E5486C644F2AEE6C775965DE987C6"
"Puyo Puyo (Japan).nes","3F42A1CC","58ABCF6DCAA7A3595B168F0A1436FC01","546ECF83844E9CF8AC74EDEC7FA9009903A20E07"
"Puzslot (Japan).nes","996E7A8B","A54589B2D1A42EBCCB17C89FE69E91C4","98FC38EC06444E6E5C12CE55A46B60DBDEADD8F2"
"Puzzle (Asia) (En) (Idea-Tek) (Unl).nes","805ADE2E","31A7785C9364F6CB771638F508F0C13E","36788D1024F2CDD6F985B00E9FC4A4A4B8E15855"
"Puzzle (Spain) (Gluk Video) (Unl).nes","2DB8AFA2","17AFD3E0949E8DCC8FF2ADA44F7516A0","4B85A35242485D8D479A3463A115B79F8C0B0C5A"
"Puzzle (USA) (Beta) (Unl).nes","9DAB1E65","0F0DA13C8D37F1800FCE1B93FFB722B2","F94B4BD76162BC76B24656A847045785BBDA9CD3"
"Puzzle (USA) (Unl).nes","BE2509C5","EE6BE7EDE00DCD5DFB2C117F5F22BA2A","98A51D8C5EE4BDC1E5F26C7DFCC8BCFFD865D9C3"
"Puzznic (Europe).nes","2532D7D7","2FC0C63B0C030A215803836EC70CB804","D306394E5BF345FC72B403946E478339BAAE1808"
"Puzznic (Japan).nes","5E4DA99A","EEAEB4059A575C36FF661E8FC3012B91","5ECEAD037928A6ED68C4EF0CB4171211C38304C6"
"Puzznic (USA).nes","327E666A","5C26F435F26459EF431FA11C0EC1B4D4","2C35FE417679713F9925F1DBA0BA8E3BD319F5CD"
"Pyokotan no Daimeiro (Japan).nes","1BB879B0","21965DC6632E06BFF7FA25AE8FAF9F71","8BD902E048244E19E34AAD6E9F5964BDA94C16D5"
"Pyramid (USA) (Rev 1) (Unl).nes","AFEE5DF1","1D7BD8F167CB54F4FCE762CE97A26865","9652FC81D332E08DDBD8BAB6FE5387205CDB4019"
"Pyramid (USA) (Unl).nes","B7EB4433","1762DE19A11B362CB053C4C4B3BDBAF3","8A2898091937014C734E6246B50EA09763E61422"
"Pyramid - Cleopatra Kikiippatsu (Japan) (Unl).nes","BE90ADF4","1BB8BA8D37514540037741C6A80E490D","F65726004E41798D6D52959124ACB941626A9CF1"
"Pyramid II (Asia) (Ja) (PAL) (Unl).nes","36F1AD35","87731C095FC065676F3AAE2144C82F29","DB50E798E08508F7BB61529DE3024318E3BEC998"
"Q Boy (Asia) (Ja) (Unl).nes","AEE6CD20","E408B4A1918F799DCB3D9AD1ED884E41","ED559A03D03B6C8812E359600979C1AE173D86DF"
"Q-bert (USA).nes","8F992F3C","6C660602B017EA33498F5DD43D364793","E1587A29D66D5FE11A0B8855F17399602936115E"
"Qi Wang - Chinese Chess (Asia) (Ja) (Unl).nes","2986CDFF","ADEA694A267C57F1C114A3A8B2A74CB2","19C06DDE51C6E0A335E413D73A029B3113A9B7B6"
"QIX (USA).nes","4724713D","D8C62C8B76A12BF1FD31237F651F486F","D9492DD8F558B7DB25E6FEE6B95F008E9F7E6061"
"Quarter Back Scramble (Japan).nes","52594444","3880CA02105BBBD896A8D8BE605213A3","93EFDADEDBA42F4EC7A6CDF5634187FF38B66F91"
"Quarth (Japan).nes","439FF96A","EEA77C6EE2AEAFEBB76333DFCF3E4E60","10532A9C32080431FB5711FF42EF83187CF13639"
"Quattro Adventure (USA) (Unl).nes","EE8E3A91","D8660C72782AF6BBF8881288CCC874D7","B402372554167343ED5CC6AE46C02351766CA208"
"Quattro Arcade (USA) (Unl).nes","2F36C2F1","9D770D30D61A8E20CD13156675A26EE0","B7285AC31AB2A0587133AEFE0048A60A02AEF091"
"Quattro Sports (USA) (Unl).nes","9ADC4130","38BD9EF3C809DA0D6F35315E5EB9C543","66B0AEA42D030CCD1F240BD22A484CFFB5408067"
"Quinty (Japan).nes","1E9B49EC","0E02ED74AF0F49819CC76EDF8496E3A5","B44D5111E26691442CC281DA573CC0F9AD9AC96A"
"R.B.I. Baseball (USA) (Unl).nes","2B4E9341","B5C6081C64A0759A87979271D113ADC3","6F6D10493035D405CF44189DC7C08B9240216DAC"
"R.B.I. Baseball (USA).nes","39207888","A9CA4DAB245A49B06FF61ADF05306B6C","A69BC8AC50ECECB005E36E94862795F69BA33545"
"R.B.I. Baseball 2 (USA) (Unl).nes","BB49DF09","BD5D8A007A7E7C8602377D85BA0338D7","62FC74752901971D070DDB84FB02FABAE24EA72E"
